"","month_year","fppi_crops","cpi_diff","st_days_mean_over_25","st_days_max_over_25","st_days_mean_over_30","st_days_max_over_30","monthly_mean_temp","monthly_precipitation_total","monthly_precipitation_average","diff_fppi","lag_st_days_max_30","lag_st_days_max_25","lag_monthly_mean_temp","diff_fppi_per"
"259","2012-07",130.7,-0.1,101,1332,3,368,20.29252939,4550.7,67.92089552,4.29999999999998,2,40,4.842223001,0.033
"260","2012-08",131.7,0.2,40,1116,0,245,18.33761192,3393.5,50.64925373,1,29,223,11.1995087,0.008
"261","2012-09",132,0.2,1,435,0,25,13.49523596,2001.1,29.86716418,0.300000000000011,71,538,16.37671317,0.002
"262","2012-10",132.3,0.2,0,6,0,0,3.807000273,3169.9,47.3119403,0.300000000000011,368,1332,20.29252939,0.002
"263","2012-11",133.5,-0.2,0,0,0,0,-5.085628003,2103.9,31.40149254,1.19999999999999,245,1116,18.33761192,0.009
"264","2012-12",134.8,-0.6,0,0,0,0,-12.19062815,2250.7,33.59253731,1.30000000000001,25,435,13.49523596,0.01
"265","2013-01",137.4,0.1,0,0,0,0,-11.68869969,2083.1,31.09104478,2.59999999999999,0,6,3.807000273,0.019
"266","2013-02",139.1,1.2,0,0,0,0,-8.216067471,1559.5,23.2761194,1.69999999999999,0,0,-5.085628003,0.012
"267","2013-03",140.2,0.2,0,0,0,0,-7.411197307,1855.6,27.69552239,1.09999999999999,0,0,-12.19062815,0.008
"268","2013-04",140.6,-0.2,0,1,0,0,0.09062108,2472.6,36.90447761,0.400000000000006,0,0,-11.68869969,0.003
"269","2013-05",141.6,0.2,6,268,0,28,12.36864521,3457.4,51.60298507,1,0,0,-8.216067471,0.007
"270","2013-06",141.5,0,10,360,0,20,15.74184396,7074.7,105.5925373,-0.0999999999999943,0,0,-7.411197307,-0.001
"271","2013-07",135,0.1,79,791,1,160,17.94289841,5015.7,74.86119403,-6.5,0,1,0.09062108,-0.048
"272","2013-08",127.1,0,28,979,0,277,18.25439937,3144.3,46.92985075,-7.90000000000001,28,268,12.36864521,-0.062
"273","2013-09",121.2,0.2,11,489,0,136,14.50930067,3162.7,47.20447761,-5.89999999999999,20,360,15.74184396,-0.049
"274","2013-10",120.1,-0.2,0,10,0,0,5.30376993,2370.1,35.37462687,-1.10000000000001,160,791,17.94289841,-0.009
"275","2013-11",115.8,0,0,0,0,0,-5.081958997,2097.1,31.3,-4.3,277,979,18.25439937,-0.037
"276","2013-12",115.4,-0.2,0,2,0,0,-15.04635138,2421.2,36.13731343,-0.399999999999991,136,489,14.50930067,-0.003
"277","2014-01",113.2,0.3,0,0,0,0,-12.27916254,1657.3,24.7358209,-2.2,0,10,5.30376993,-0.019
"278","2014-02",111,0.8,0,0,0,0,-15.82058775,1403.2,20.94328358,-2.2,0,0,-5.081958997,-0.02
"279","2014-03",111.8,0.6,0,0,0,0,-8.744621074,1582.1,23.61343284,0.799999999999997,0,2,-15.04635138,0.007
"280","2014-04",113.8,0.3,0,2,0,0,2.449964384,3647.2,54.4358209,2,0,0,-12.27916254,0.018
"281","2014-05",116.6,0.5,2,259,0,45,10.73589651,3726.7,55.62238806,2.8,0,0,-15.82058775,0.024
"282","2014-06",115.7,0.1,11,285,0,21,15.22493898,7911,118.0746269,-0.899999999999991,0,0,-8.744621074,-0.008
"283","2014-07",113.5,-0.2,17,905,0,115,18.42486452,3339.3,49.84029851,-2.2,0,2,2.449964384,-0.019
"284","2014-08",116.7,0,5,941,0,103,17.99682618,4958.6,74.00895522,3.2,45,259,10.73589651,0.027
"285","2014-09",111,0.1,3,353,0,51,12.56843329,3719.9,55.52089552,-5.7,21,285,15.22493898,-0.051
"286","2014-10",110.4,0.1,0,15,0,0,7.476066754,1869.7,27.90597015,-0.599999999999994,115,905,18.42486452,-0.005
"287","2014-11",111.5,-0.4,0,0,0,0,-6.38204251,2573.1,38.40447761,1.09999999999999,103,941,17.99682618,0.01
"288","2014-12",114.2,-0.7,0,0,0,0,-7.459762963,1116.4,16.66268657,2.7,51,353,12.56843329,0.024
"289","2015-01",116.8,-0.2,0,0,0,0,-10.5732767,1661.9,24.80447761,2.59999999999999,0,15,7.476066754,0.022
"290","2015-02",118.7,0.9,0,0,0,0,-14.20178661,1620.8,24.19104478,1.90000000000001,0,0,-6.38204251,0.016
"291","2015-03",118.3,0.7,0,0,0,0,-1.787684347,1269.4,18.94626866,-0.400000000000006,0,0,-7.459762963,-0.003
"292","2015-04",119.1,-0.1,0,37,0,1,5.270386546,1963.6,29.30746269,0.799999999999997,0,0,-10.5732767,0.007
"293","2015-05",119.8,0.6,2,398,0,10,11.09447251,2287.8,34.14626866,0.700000000000003,0,0,-14.20178661,0.006
"294","2015-06",119.6,0.2,5,684,0,131,16.66484177,3843.2,57.36119403,-0.200000000000003,0,0,-1.787684347,-0.002
"295","2015-07",123.7,0.1,34,1129,0,276,19.02237498,5790.6,86.42686567,4.10000000000001,1,37,5.270386546,0.033
"296","2015-08",123.7,0,56,929,0,256,17.84970067,4558.8,68.04179104,0,10,398,11.09447251,0
"297","2015-09",122.5,-0.2,17,402,0,69,13.34466779,4089.7,61.04029851,-1.2,131,684,16.66484177,-0.01
"298","2015-10",118.8,0.1,0,38,0,0,7.250314953,2664.4,39.76716418,-3.7,276,1129,19.02237498,-0.031
"299","2015-11",120.9,-0.1,0,1,0,0,-0.587963858,1900.5,28.36567164,2.10000000000001,256,929,17.84970067,0.017
"300","2015-12",125,-0.5,0,0,0,0,-5.94670902,1744.3,26.03432836,4.09999999999999,69,402,13.34466779,0.033
"301","2016-01",126.5,0.2,0,0,0,0,-9.667178951,1555.7,23.21940299,1.5,0,38,7.250314953,0.012
"302","2016-02",127.2,0.2,0,0,0,0,-5.470245301,1647.7,24.59253731,0.700000000000003,0,1,-0.587963858,0.006
"303","2016-03",126.7,0.6,0,0,0,0,-0.216862784,2462.9,36.75970149,-0.5,0,0,-5.94670902,-0.004
"304","2016-04",126.1,0.3,0,24,0,0,4.82895333,1756,26.20895522,-0.600000000000009,0,0,-9.667178951,-0.005
"305","2016-05",128.7,0.4,11,452,0,79,12.5965699,4420.4,65.9761194,2.59999999999999,0,0,-5.470245301,0.02
"306","2016-06",128.3,0.2,14,654,0,94,16.75390888,4107.7,61.30895522,-0.399999999999977,0,0,-0.216862784,-0.003
"307","2016-07",123.7,-0.2,49,859,0,125,18.79382726,5492.9,81.98358209,-4.60000000000001,0,24,4.82895333,-0.037
"308","2016-08",119.1,-0.2,47,840,2,162,18.02067108,4932.5,73.61940299,-4.60000000000001,79,452,12.5965699,-0.039
"309","2016-09",117.8,0.1,8,261,0,42,13.11825083,3073.1,45.86716418,-1.3,94,654,16.75390888,-0.011
"310","2016-10",120,0.2,0,18,0,0,4.93336885,4449.4,66.40895522,2.2,125,859,18.79382726,0.018
"311","2016-11",121.1,-0.4,0,0,0,0,2.574428187,1400.5,20.90298507,1.09999999999999,162,840,18.02067108,0.009
"312","2016-12",123.1,-0.2,0,0,0,0,-11.40590046,2189.9,32.68507463,2,42,261,13.11825083,0.016
"313","2017-01",122.9,0.9,0,0,0,0,-9.810158209,1681.1,25.09104478,-0.199999999999989,0,18,4.93336885,-0.002
"314","2017-02",122.8,0.2,0,0,0,0,-7.550104043,1676.5,25.02238806,-0.100000000000009,0,0,2.574428187,-0.001
"315","2017-03",123.3,0.2,0,0,0,0,-4.727675758,1933.9,28.8641791,0.5,0,0,-11.40590046,0.004
"316","2017-04",123.4,0.4,0,14,0,0,4.728906303,3381,50.46268657,0.100000000000009,0,0,-9.810158209,0.001
"317","2017-05",124.5,0.1,3,223,0,34,11.70603616,3723,55.56716418,1.09999999999999,0,0,-7.550104043,0.009
"318","2017-06",126,-0.1,23,527,0,88,16.03049267,4630.4,69.11044776,1.5,0,0,-4.727675758,0.012
"319","2017-07",128.5,0,45,1280,0,354,19.42608561,3019.7,45.07014925,2.5,0,14,4.728906303,0.019
"320","2017-08",125.5,0.1,8,967,0,150,17.62243336,2890.8,43.14626866,-3,34,223,11.70603616,-0.024
"321","2017-09",123.4,0.2,7,488,0,128,13.48925309,2468.7,36.84626866,-2.09999999999999,88,527,16.03049267,-0.017
"322","2017-10",122.3,0.1,0,26,0,0,6.421800751,3238.8,48.34029851,-1.10000000000001,354,1280,19.42608561,-0.009
"323","2017-11",123,0.3,0,0,0,0,-5.379878568,2283.3,34.07910448,0.700000000000003,150,967,17.62243336,0.006
"324","2017-12",122.5,-0.4,0,0,0,0,-10.58075715,1545,23.05970149,-0.5,128,488,13.48925309,-0.004
"325","2018-01",122.2,0.7,0,0,0,0,-11.24975727,1669.4,24.91641791,-0.299999999999997,0,26,6.421800751,-0.002
"326","2018-02",121.5,0.6,0,0,0,0,-13.65162693,1642.9,24.52089552,-0.700000000000003,0,0,-5.379878568,-0.006
"327","2018-03",123.8,0.3,0,0,0,0,-5.691868557,2052.2,30.62985075,2.3,0,0,-10.58075715,0.019
"328","2018-04",125.2,0.3,0,38,0,0,0.242939824,1914.3,28.57164179,1.40000000000001,0,0,-11.24975727,0.011
"329","2018-05",126,0.1,8,702,0,115,14.22096382,2608.2,38.92835821,0.799999999999997,0,0,-13.65162693,0.006
"330","2018-06",126.6,0.1,24,793,1,103,16.99757734,4082.3,60.92985075,0.599999999999994,0,0,-5.691868557,0.005
"331","2018-07",126.5,0.5,100,1127,1,368,19.09557881,4003,59.74626866,-0.0999999999999943,0,38,0.242939824,-0.001
"332","2018-08",125.6,-0.1,90,1058,2,364,18.19655088,2528.3,37.7358209,-0.900000000000006,115,702,14.22096382,-0.007
"333","2018-09",122.6,-0.4,22,230,0,42,9.839995154,3585.6,53.51641791,-3,103,793,16.99757734,-0.024
"334","2018-10",121.4,0.3,1,25,0,2,3.732887769,2373.3,35.42238806,-1.19999999999999,368,1127,19.09557881,-0.01
"335","2018-11",121.2,-0.4,0,0,0,0,-4.562180881,2218.8,33.11641791,-0.200000000000003,364,1058,18.19655088,-0.002
"336","2018-12",121.9,-0.1,0,0,0,0,-7.419894503,1728.4,25.79701493,0.700000000000003,42,230,9.839995154,0.006
"337","2019-01",123.4,0.1,0,0,0,0,-11.56969231,1784.4,26.63283582,1.5,2,25,3.732887769,0.012
"338","2019-02",124.4,0.7,0,0,0,0,-18.62233545,1867.9,27.87910448,1,0,0,-4.562180881,0.008
"339","2019-03",125.4,0.7,0,0,0,0,-4.929431381,992,14.80597015,1,0,0,-7.419894503,0.008
"340","2019-04",124.7,0.4,0,2,0,0,4.573648518,2271.4,33.90149254,-0.700000000000003,0,0,-11.56969231,-0.006
"341","2019-05",124.6,0.4,0,157,0,43,9.667582408,2408.5,35.94776119,-0.100000000000009,0,0,-18.62233545,-0.001
"342","2019-06",124.9,-0.2,8,530,0,82,15.70282286,5903.1,88.10597015,0.300000000000011,0,0,-4.929431381,0.002
"343","2019-07",124.4,0.5,70,1012,1,223,18.46870693,4954.6,73.94925373,-0.5,0,2,4.573648518,-0.004
"344","2019-08",124,-0.1,28,669,0,124,16.66564182,3645.6,54.4119403,-0.400000000000006,43,157,9.667582408,-0.003
"345","2019-09",119,-0.4,5,213,0,38,12.53930186,5423.7,80.95074627,-5,82,530,15.70282286,-0.042
"346","2019-10",119.8,0.3,1,7,0,2,3.315075059,2944.5,43.94776119,0.799999999999997,223,1012,18.46870693,0.007
"347","2019-11",120.4,-0.1,0,0,0,0,-4.294161156,1705.5,25.45522388,0.600000000000009,124,669,16.66564182,0.005
"348","2019-12",121.1,0,0,0,0,0,-8.832425586,1448.2,21.61492537,0.699999999999989,38,213,12.53930186,0.006
"349","2020-01",123.7,0.3,0,0,0,0,-11.01950656,2097.9,31.3119403,2.60000000000001,2,7,3.315075059,0.021
"350","2020-02",125,0.4,0,0,0,0,-8.558641819,1113.2,16.61492537,1.3,0,0,-4.294161156,0.01
"351","2020-03",125.3,-0.6,0,0,0,0,-4.422232084,1849.4,27.60298507,0.299999999999997,0,0,-8.832425586,0.002
"352","2020-04",126,-0.7,0,16,0,0,1.434230224,1497.9,22.35671642,0.700000000000003,0,0,-11.01950656,0.006
"353","2020-05",128.3,0.3,8,282,0,36,10.71221059,3229.8,48.20597015,2.30000000000001,0,0,-8.558641819,0.018
"354","2020-06",128.3,0.8,33,601,0,139,16.04481907,5756.1,85.9119403,0,0,0,-4.422232084,0
"355","2020-07",128.9,0,118,1097,0,292,19.49547994,4131.5,61.6641791,0.599999999999994,0,16,1.434230224,0.005
"356","2020-08",128.3,-0.1,48,1109,0,352,18.45252484,3700.9,55.23731343,-0.599999999999994,36,282,10.71221059,-0.005
"357","2020-09",128.2,-0.1,0,224,0,31,12.48325173,1936.4,28.90149254,-0.100000000000023,139,601,16.04481907,-0.001
"358","2020-10",130.7,0.4,0,39,0,0,2.768816668,1683.9,25.13283582,2.5,292,1097,19.49547994,0.019
"359","2020-11",133.4,0.1,0,3,0,0,-2.471939086,1871.4,27.93134328,2.70000000000002,352,1109,18.45252484,0.02
"360","2020-12",137.1,-0.2,0,0,0,0,-6.338991225,1645.4,24.55820896,3.69999999999999,31,224,12.48325173,0.027
